m,scenario,effect,segment_length,split_fraction,n_left,n_right,total_length,detector,population_gain,expected_gain_total,mean_raw_gain,mean_score,sd_score,critical_value,null_rate_zero_threshold,power_zero_threshold,power_calibrated,shift_accuracy,n_alt,n_null,alpha,optimizer_failures,seed,pattern_000,pattern_001,pattern_010,pattern_011,pattern_100,pattern_101,pattern_110,pattern_111
4,independent_fundamental,0.25,400,0.5,400,400,800,full,0.003311920984610096,2.649536787688077,4.3111206852380635,-3.6363553645839914,2.81692584326025,-4.233822288272105,0.002,0.1,0.516,,500,1000,0.05,0,3271184959,116,91,8,27,9,6,16,227
4,independent_fundamental,0.25,400,0.5,400,400,800,fundamental,0.0033119270508392695,2.6495416406714156,3.8067475300853344,-1.4915698364627024,2.7445809638407592,-2.3524909487421892,0.005,0.252,0.556,,500,1000,0.05,0,3271184959,116,91,8,27,9,6,16,227
4,independent_fundamental,0.25,400,0.5,400,400,800,shared_orbit,-0.0011418724580483097,-0.9134979664386478,-0.7097020909384901,-1.8083143796065997,4.5933997279570535,-4.424924469994667,0.005,0.346,0.702,,500,1000,0.05,0,3271184959,116,91,8,27,9,6,16,227
4,independent_fundamental,0.25,800,0.5,800,800,1600,full,0.003311920984610096,5.299073575376154,6.786568123705819,-2.2006286969561537,3.641607064553524,-5.234951824444886,0.0,0.258,0.796,,500,1000,0.05,0,4052874061,16,62,2,22,2,4,4,388
4,independent_fundamental,0.25,800,0.5,800,800,1600,fundamental,0.0033119270508392695,5.299083281342831,6.3096720802660995,0.31820753315811784,3.599903090035571,-3.147398517463345,0.001,0.472,0.832,,500,1000,0.05,0,4052874061,16,62,2,22,2,4,4,388
4,independent_fundamental,0.25,800,0.5,800,800,1600,shared_orbit,-0.0011418724580483097,-1.8269959328772956,-1.9992442054948005,-3.09785649416291,6.215393397389492,-13.03510875062574,0.0,0.296,0.952,,500,1000,0.05,0,4052874061,16,62,2,22,2,4,4,388
4,independent_fundamental,0.25,1600,0.5,1600,1600,3200,full,0.003311920984610096,10.598147150752308,11.861851999890755,1.834934408388866,4.57992863787636,-6.1644117914466285,0.0,0.602,0.988,,500,1000,0.05,0,2974781319,0,3,0,3,0,0,0,494
4,independent_fundamental,0.25,1600,0.5,1600,1600,3200,fundamental,0.0033119270508392695,10.598166562685662,11.392540793687045,4.707929066019118,4.537920426815256,-3.9134397069808085,0.001,0.86,0.994,,500,1000,0.05,0,2974781319,0,3,0,3,0,0,0,494
4,independent_fundamental,0.25,1600,0.5,1600,1600,3200,shared_orbit,-0.0011418724580483097,-3.653991865754591,-4.126879040181888,-5.225491328849998,8.735828552451453,-31.05574480516424,0.0,0.286,1.0,,500,1000,0.05,0,2974781319,0,3,0,3,0,0,0,494
4,independent_fundamental,0.25,3200,0.5,3200,3200,6400,full,0.003311920984610096,21.196294301504615,22.77119169481764,11.704553332475825,6.88372883756732,-7.284611750149246,0.0,0.976,1.0,,500,1000,0.05,0,1631920544,0,0,0,0,0,0,0,500
4,independent_fundamental,0.25,3200,0.5,3200,3200,6400,fundamental,0.0033119270508392695,21.196333125371325,22.330105958755833,14.952347050527962,6.856281738465058,-4.357843602507742,0.0,1.0,1.0,,500,1000,0.05,0,1631920544,0,0,0,0,0,0,0,500
4,independent_fundamental,0.25,3200,0.5,3200,3200,6400,shared_orbit,-0.0011418724580483097,-7.307983731509182,-6.912964454939941,-8.01157674360805,12.429644352253696,-71.81418155515729,0.0,0.248,1.0,,500,1000,0.05,0,1631920544,0,0,0,0,0,0,0,500
5,exact_orbit,0.08,100,0.5,100,100,200,full,0.0011032157085883731,0.22064314171767463,2.1882933078296065,-5.635752703026688,1.6578202378664504,-2.862554045743865,0.003,0.004,0.064,,500,1000,0.05,0,1457618317,446,10,1,11,15,0,3,14
5,exact_orbit,0.08,100,0.5,100,100,200,fundamental,0.0011035062708553145,0.2207012541710629,1.1925168401717101,-2.719506165256437,1.1568071693926656,-0.6301487617153834,0.028,0.026,0.058,,500,1000,0.05,0,1457618317,446,10,1,11,15,0,3,14
5,exact_orbit,0.08,100,0.5,100,100,200,shared_orbit,0.0011035062708550925,0.2207012541710185,0.7660066856496474,-0.6202876754702433,1.1544415261749257,1.154499973511694,0.156,0.226,0.07,0.438,500,1000,0.05,0,1457618317,446,10,1,11,15,0,3,14
5,exact_orbit,0.08,200,0.5,200,200,400,full,0.0011032157085883731,0.44128628343534926,2.4419556003570766,-6.768384771619107,1.6683874552340865,-4.708239103121665,0.0,0.0,0.13,,500,1000,0.05,0,3677621423,405,10,4,16,14,2,9,40
5,exact_orbit,0.08,200,0.5,200,200,400,fundamental,0.0011035062708553145,0.4414025083421258,1.4299348736178483,-3.1752353123702433,1.3495490220836321,-1.7444605281598529,0.008,0.036,0.138,,500,1000,0.05,0,3677621423,405,10,4,16,14,2,9,40
5,exact_orbit,0.08,200,0.5,200,200,400,shared_orbit,0.0011035062708550925,0.441402508342037,0.8984300094808607,-0.48786435163902997,1.3327549736614472,0.8805583658812604,0.151,0.268,0.136,0.498,500,1000,0.05,0,3677621423,405,10,4,16,14,2,9,40
5,exact_orbit,0.08,400,0.5,400,400,800,full,0.0011032157085883731,0.8825725668706985,2.9254689307682553,-7.671165802327816,2.022676243032993,-5.519650095903819,0.0,0.002,0.158,,500,1000,0.05,0,2530646934,361,30,1,29,11,3,4,61
5,exact_orbit,0.08,400,0.5,400,400,800,fundamental,0.0011035062708553145,0.8828050166842516,1.929700680496694,-3.368616686051342,1.727440196261191,-2.0922877795297437,0.005,0.058,0.19,,500,1000,0.05,0,2530646934,361,30,1,29,11,3,4,61
5,exact_orbit,0.08,400,0.5,400,400,800,shared_orbit,0.0011035062708550925,0.882805016684074,1.277746506278209,-0.10854785484168175,1.7845560879180267,0.8952310971268427,0.131,0.366,0.246,0.65,500,1000,0.05,0,2530646934,361,30,1,29,11,3,4,61
5,exact_orbit,0.08,800,0.5,800,800,1600,full,0.0011032157085883731,1.765145133741397,3.8298480874769494,-8.153081006739013,2.2785300185394424,-7.233431001681568,0.0,0.002,0.294,,500,1000,0.05,0,1286802732,269,35,6,43,16,6,4,121
5,exact_orbit,0.08,800,0.5,800,800,1600,fundamental,0.0011035062708553145,1.7656100333685032,2.7419993545805035,-3.249465192527478,2.108861887138576,-2.7908582211533863,0.003,0.074,0.348,,500,1000,0.05,0,1286802732,269,35,6,43,16,6,4,121
5,exact_orbit,0.08,800,0.5,800,800,1600,shared_orbit,0.0011035062708550925,1.765610033368148,1.9815826198506883,0.5952882587307976,2.139249417194586,0.7014220531026505,0.095,0.554,0.41,0.784,500,1000,0.05,0,1286802732,269,35,6,43,16,6,4,121
5,exact_orbit,0.08,1600,0.5,1600,1600,3200,full,0.0011032157085883731,3.530290267482794,5.68891815670415,-7.680305298631703,3.2105910998318268,-8.804790740935825,0.0,0.018,0.61,,500,1000,0.05,0,3402625966,97,59,2,37,6,10,1,288
5,exact_orbit,0.08,1600,0.5,1600,1600,3200,fundamental,0.0011035062708553145,3.5312200667370064,4.644204746441079,-2.0404069812268477,2.9337345340692234,-3.6426431024116948,0.003,0.218,0.656,,500,1000,0.05,0,3402625966,97,59,2,37,6,10,1,288
5,exact_orbit,0.08,1600,0.5,1600,1600,3200,shared_orbit,0.0011035062708550925,3.531220066736296,3.785293617210313,2.398999256090422,2.942386860773813,0.1845200781248233,0.056,0.806,0.788,0.906,500,1000,0.05,0,3402625966,97,59,2,37,6,10,1,288
5,exact_orbit,0.08,3200,0.5,3200,3200,6400,full,0.0011032157085883731,7.060580534965588,8.900638026250297,-5.854879790205453,4.007054315868129,-9.90061876098028,0.0,0.08,0.836,,500,1000,0.05,0,3272212890,17,17,1,47,0,2,0,416
5,exact_orbit,0.08,3200,0.5,3200,3200,6400,fundamental,0.0011035062708553145,7.062440133474013,7.966854421816348,0.5890955135884727,3.8955948752501683,-4.318320472052179,0.002,0.52,0.928,,500,1000,0.05,0,3272212890,17,17,1,47,0,2,0,416
5,exact_orbit,0.08,3200,0.5,3200,3200,6400,shared_orbit,0.0011035062708550925,7.062440133472592,7.010430525008426,5.624136163888534,3.8857836259312855,-1.147417508863892,0.018,0.946,0.964,0.974,500,1000,0.05,0,3272212890,17,17,1,47,0,2,0,416
5,exact_orbit,0.12,100,0.5,100,100,200,full,0.0024756837029074157,0.49513674058148316,2.39940622877212,-5.424639782084174,1.6263648785398592,-3.1685458014201107,0.003,0.01,0.09,,500,1000,0.05,0,59327351,425,4,8,18,11,1,3,30
5,exact_orbit,0.12,100,0.5,100,100,200,fundamental,0.0024771131685064063,0.49542263370128126,1.4456793119932967,-2.46634369343485,1.3439229575284144,-0.8963049920728503,0.021,0.054,0.118,,500,1000,0.05,0,59327351,425,4,8,18,11,1,3,30
5,exact_orbit,0.12,100,0.5,100,100,200,shared_orbit,0.0024771131685064063,0.49542263370128126,0.8996774272677975,-0.4866169338520932,1.374572103997,1.0714734137884572,0.139,0.274,0.106,0.528,500,1000,0.05,0,59327351,425,4,8,18,11,1,3,30
5,exact_orbit,0.12,200,0.5,200,200,400,full,0.0024756837029074157,0.9902734811629663,2.9794490928626587,-6.230891279113524,2.004500436686031,-3.887103560815982,0.002,0.012,0.124,,500,1000,0.05,0,129580141,335,44,5,54,5,4,1,52
5,exact_orbit,0.12,200,0.5,200,200,400,fundamental,0.0024771131685064063,0.9908452674025625,2.04959105405534,-2.5555791319327508,1.7679383870099608,-1.5701904652835497,0.008,0.09,0.224,,500,1000,0.05,0,129580141,335,44,5,54,5,4,1,52
5,exact_orbit,0.12,200,0.5,200,200,400,shared_orbit,0.0024771131685064063,0.9908452674025625,1.4264387644287893,0.040144403308898534,1.7971123039825483,0.6197393650942369,0.106,0.412,0.308,0.656,500,1000,0.05,0,129580141,335,44,5,54,5,4,1,52
5,exact_orbit,0.12,400,0.5,400,400,800,full,0.0024756837029074157,1.9805469623259326,3.9178099334967764,-6.678824799599295,2.3789778995583877,-6.071891906817347,0.0,0.018,0.36,,500,1000,0.05,0,3535408051,197,56,3,64,6,6,2,166
5,exact_orbit,0.12,400,0.5,400,400,800,fundamental,0.0024771131685064063,1.981690534805125,2.9712244868050757,-2.3270928797429606,2.1843149499515073,-2.4836174228028822,0.005,0.122,0.47,,500,1000,0.05,0,3535408051,197,56,3,64,6,6,2,166
5,exact_orbit,0.12,400,0.5,400,400,800,shared_orbit,0.0024771131685064063,1.981690534805125,2.266838829321641,0.8805444682017506,2.284232160438395,0.26809292035716603,0.077,0.622,0.584,0.81,500,1000,0.05,0,3535408051,197,56,3,64,6,6,2,166
5,exact_orbit,0.12,800,0.5,800,800,1600,full,0.0024756837029074157,3.9610939246518653,6.086037355452572,-5.89689173876339,3.1629257013693515,-7.228627321873121,0.0,0.052,0.606,,500,1000,0.05,0,1759647940,69,54,2,72,2,7,5,289
5,exact_orbit,0.12,800,0.5,800,800,1600,fundamental,0.0024771131685064063,3.96338106961025,5.064013528563647,-0.9274510185443344,3.0426767726926327,-3.15413119365384,0.0,0.324,0.736,,500,1000,0.05,0,1759647940,69,54,2,72,2,7,5,289
5,exact_orbit,0.12,800,0.5,800,800,1600,shared_orbit,0.0024771131685064063,3.96338106961025,4.1096362325182785,2.7233418713983872,3.0938012602393448,-0.1533522995097163,0.044,0.822,0.844,0.902,500,1000,0.05,0,1759647940,69,54,2,72,2,7,5,289
5,exact_orbit,0.12,1600,0.5,1600,1600,3200,full,0.0024756837029074157,7.9221878493037305,10.090619791865487,-3.278603663470366,4.2648515131965485,-8.7055480081066,0.0,0.216,0.92,,500,1000,0.05,0,2472645998,8,10,1,21,0,2,0,458
5,exact_orbit,0.12,1600,0.5,1600,1600,3200,fundamental,0.0024771131685064063,7.9267621392205,9.020718736570634,2.336107008902707,4.111961650508604,-3.7019587922847688,0.001,0.668,0.96,,500,1000,0.05,0,2472645998,8,10,1,21,0,2,0,458
5,exact_orbit,0.12,1600,0.5,1600,1600,3200,shared_orbit,0.0024771131685064063,7.9267621392205,8.09353941291916,6.707245051799268,4.1302871941219825,-1.4490760192344359,0.021,0.96,0.982,0.98,500,1000,0.05,0,2472645998,8,10,1,21,0,2,0,458
5,exact_orbit,0.12,3200,0.5,3200,3200,6400,full,0.0024756837029074157,15.844375698607461,18.272739624826755,3.517221808371004,5.637635570738338,-9.951606550098433,0.0,0.712,0.998,,500,1000,0.05,0,3888723654,0,0,0,1,0,0,0,499
5,exact_orbit,0.12,3200,0.5,3200,3200,6400,fundamental,0.0024771131685064063,15.853524278441,17.2963116030654,9.918552694837526,5.624718733953819,-4.391183542504692,0.001,0.974,1.0,,500,1000,0.05,0,3888723654,0,0,0,1,0,0,0,499
5,exact_orbit,0.12,3200,0.5,3200,3200,6400,shared_orbit,0.0024771131685064063,15.853524278441,16.284837467486778,14.898543106366887,5.460744552422318,-6.30798836942051,0.003,0.996,1.0,0.994,500,1000,0.05,0,3888723654,0,0,0,1,0,0,0,499
5,exact_orbit,0.18,100,0.5,100,100,200,full,0.005537653333898473,1.1075306667796947,3.2188118723639154,-4.605234138492379,2.1931046630343163,-2.7561463022862984,0.002,0.034,0.186,,500,1000,0.05,0,4168643995,340,23,11,33,13,6,2,72
5,exact_orbit,0.18,100,0.5,100,100,200,fundamental,0.005544556468300099,1.1089112936600198,2.1992543240831455,-1.7127686813450014,1.9847411488806073,-0.6623969276419865,0.022,0.168,0.236,,500,1000,0.05,0,4168643995,340,23,11,33,13,6,2,72
5,exact_orbit,0.18,100,0.5,100,100,200,shared_orbit,0.005544556468299877,1.1089112936599754,1.4792122109750199,0.09291784985512902,2.073852277270489,0.9486395169527706,0.121,0.438,0.268,0.706,500,1000,0.05,0,4168643995,340,23,11,33,13,6,2,72
5,exact_orbit,0.18,200,0.5,200,200,400,full,0.005537653333898473,2.2150613335593894,4.16556953999072,-5.044770831985462,2.4568809053765053,-4.707026467799588,0.002,0.04,0.388,,500,1000,0.05,0,3400997443,208,27,7,64,10,4,5,175
5,exact_orbit,0.18,200,0.5,200,200,400,fundamental,0.005544556468300099,2.2178225873200397,3.1508408663357006,-1.45432931965239,2.2574970097251694,-1.852969477279676,0.01,0.222,0.502,,500,1000,0.05,0,3400997443,208,27,7,64,10,4,5,175
5,exact_orbit,0.18,200,0.5,200,200,400,shared_orbit,0.005544556468299877,2.217822587319951,2.320366983512766,0.934072622392875,2.349475180414637,0.487948808604987,0.078,0.63,0.54,0.846,500,1000,0.05,0,3400997443,208,27,7,64,10,4,5,175
5,exact_orbit,0.18,400,0.5,400,400,800,full,0.005537653333898473,4.430122667118779,6.191699481174268,-4.404935251921805,3.145512051038612,-5.652013046855165,0.001,0.088,0.604,,500,1000,0.05,0,135098460,62,60,5,71,1,4,1,296
5,exact_orbit,0.18,400,0.5,400,400,800,fundamental,0.005544556468300099,4.435645174640079,5.203000897307996,-0.09531646924003986,3.105398331496003,-2.2950501908599845,0.005,0.428,0.746,,500,1000,0.05,0,135098460,62,60,5,71,1,4,1,296
5,exact_orbit,0.18,400,0.5,400,400,800,shared_orbit,0.005544556468299877,4.435645174639902,4.330617289035623,2.9443229279157324,3.217819817388175,-0.3096115819790801,0.03,0.83,0.862,0.936,500,1000,0.05,0,135098460,62,60,5,71,1,4,1,296
5,exact_orbit,0.18,800,0.5,800,800,1600,full,0.005537653333898473,8.860245334237558,11.126504800345101,-0.8564242938708628,4.566666148130238,-7.079217467080328,0.0,0.38,0.948,,500,1000,0.05,0,3838420546,1,9,1,15,0,1,0,473
5,exact_orbit,0.18,800,0.5,800,800,1600,fundamental,0.005544556468300099,8.871290349280159,10.15307466311096,4.161610116002978,4.375772191083499,-3.1296883903245467,0.001,0.814,0.978,,500,1000,0.05,0,3838420546,1,9,1,15,0,1,0,473
5,exact_orbit,0.18,800,0.5,800,800,1600,shared_orbit,0.005544556468299877,8.871290349279803,9.168934339277817,7.782639978157926,4.322346829035893,-1.9274711690123885,0.011,0.98,0.996,0.98,500,1000,0.05,0,3838420546,1,9,1,15,0,1,0,473
5,exact_orbit,0.18,1600,0.5,1600,1600,3200,full,0.005537653333898473,17.720490668475115,19.214140006816532,5.844916551480678,5.866696003478116,-8.64078119330625,0.0,0.856,0.998,,500,1000,0.05,0,3712172651,0,0,0,1,0,0,0,499
5,exact_orbit,0.18,1600,0.5,1600,1600,3200,fundamental,0.005544556468300099,17.742580698560317,18.191194937035323,11.506583209367395,5.797500338257393,-3.6257744163073777,0.001,0.986,1.0,,500,1000,0.05,0,3712172651,0,0,0,1,0,0,0,499
5,exact_orbit,0.18,1600,0.5,1600,1600,3200,shared_orbit,0.005544556468299877,17.742580698559607,17.181634650691855,15.795340289571966,5.8420354210418255,-7.966073509275358,0.001,0.994,1.0,1.0,500,1000,0.05,0,3712172651,0,0,0,1,0,0,0,499
5,exact_orbit,0.18,3200,0.5,3200,3200,6400,full,0.005537653333898473,35.44098133695023,37.80200308041863,23.04648526396289,7.840334464495257,-10.167740429768884,0.0,1.0,1.0,,500,1000,0.05,0,576856714,0,0,0,0,0,0,0,500
5,exact_orbit,0.18,3200,0.5,3200,3200,6400,fundamental,0.005544556468300099,35.485161397120635,36.78119037005646,29.403431461828585,7.786540014434226,-4.510051307692734,0.0,1.0,1.0,,500,1000,0.05,0,576856714,0,0,0,0,0,0,0,500
5,exact_orbit,0.18,3200,0.5,3200,3200,6400,shared_orbit,0.005544556468299877,35.485161397119214,35.90618478633504,34.51989042521515,7.661015644529705,-20.98316570875215,0.0,1.0,1.0,1.0,500,1000,0.05,0,576856714,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,100,0.5,100,100,200,full,0.010579606692645547,2.1159213385291094,4.3509309090768,-3.4731151017794946,2.716915845648976,-3.164748592275247,0.002,0.112,0.39,,500,1000,0.05,0,2128539568,204,38,4,59,14,2,11,168
5,exact_orbit,0.25,100,0.5,100,100,200,fundamental,0.010603763900094432,2.1207527800188863,3.2938881767469796,-0.6181348286811673,2.4306207133213342,-0.9839612033417433,0.016,0.342,0.484,,500,1000,0.05,0,2128539568,204,38,4,59,14,2,11,168
5,exact_orbit,0.25,100,0.5,100,100,200,shared_orbit,0.010603763900094432,2.1207527800188863,2.4422610107147835,1.0559666495948927,2.4817021362838725,0.5882123788393907,0.086,0.634,0.534,0.796,500,1000,0.05,0,2128539568,204,38,4,59,14,2,11,168
5,exact_orbit,0.25,200,0.5,200,200,400,full,0.010579606692645547,4.231842677058219,6.195181971778219,-3.0151584001979628,3.1829041725952574,-4.475163206889116,0.002,0.166,0.628,,500,1000,0.05,0,3907165495,80,51,7,48,4,6,4,300
5,exact_orbit,0.25,200,0.5,200,200,400,fundamental,0.010603763900094432,4.241505560037773,5.1640092344255715,0.5588390484374807,3.043639727526794,-1.6472337866518005,0.009,0.53,0.718,,500,1000,0.05,0,3907165495,80,51,7,48,4,6,4,300
5,exact_orbit,0.25,200,0.5,200,200,400,shared_orbit,0.010603763900094432,4.241505560037773,4.183425216580308,2.7971308554604173,3.210666761647868,-0.040251833072030285,0.046,0.806,0.81,0.932,500,1000,0.05,0,3907165495,80,51,7,48,4,6,4,300
5,exact_orbit,0.25,400,0.5,400,400,800,full,0.010579606692645547,8.463685354116437,10.517028325059139,-0.0796064080369345,4.5652006590259795,-5.652169821539166,0.001,0.446,0.91,,500,1000,0.05,0,3935726372,8,18,0,19,0,2,0,453
5,exact_orbit,0.25,400,0.5,400,400,800,fundamental,0.010603763900094432,8.483011120075545,9.480712605225815,4.18239523867778,4.351132021742687,-2.0711322190394013,0.009,0.832,0.944,,500,1000,0.05,0,3935726372,8,18,0,19,0,2,0,453
5,exact_orbit,0.25,400,0.5,400,400,800,shared_orbit,0.010603763900094432,8.483011120075545,8.442262413860162,7.05596805274027,4.38862733029821,-1.8775129390811534,0.018,0.948,0.984,0.978,500,1000,0.05,0,3935726372,8,18,0,19,0,2,0,453
5,exact_orbit,0.25,800,0.5,800,800,1600,full,0.010579606692645547,16.927370708232875,18.888788913109877,6.905859818893914,6.0174306315472155,-7.5069766561303215,0.0,0.88,1.0,,500,1000,0.05,0,1572180007,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,800,0.5,800,800,1600,fundamental,0.010603763900094432,16.96602224015109,17.924046694576248,11.932582147468267,5.942469701798584,-3.1360516359444697,0.004,0.998,1.0,,500,1000,0.05,0,1572180007,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,800,0.5,800,800,1600,shared_orbit,0.010603763900094432,16.96602224015109,16.865972524255906,15.479678163136015,5.925798675914751,-7.38852467680783,0.001,1.0,1.0,0.998,500,1000,0.05,0,1572180007,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,1600,0.5,1600,1600,3200,full,0.010579606692645547,33.85474141646575,35.58503174887244,22.215808293536593,7.987043053415938,-8.644145212474907,0.0,1.0,1.0,,500,1000,0.05,0,3520506990,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,1600,0.5,1600,1600,3200,fundamental,0.010603763900094432,33.93204448030218,34.672811770819855,27.988200043151934,8.008092191043287,-3.741028875506073,0.002,1.0,1.0,,500,1000,0.05,0,3520506990,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,1600,0.5,1600,1600,3200,shared_orbit,0.010603763900094432,33.93204448030218,33.68187882559609,32.29558446447621,8.092347401188162,-19.5435099353441,0.0,1.0,1.0,1.0,500,1000,0.05,0,3520506990,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,3200,0.5,3200,3200,6400,full,0.010579606692645547,67.7094828329315,69.58907117473693,54.8335533582812,12.090484676179505,-10.218846712527949,0.0,1.0,1.0,,500,1000,0.05,0,3223530022,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,3200,0.5,3200,3200,6400,fundamental,0.010603763900094432,67.86408896060436,68.7843188730953,61.40655996486743,11.992292852405342,-4.407617084731569,0.001,1.0,1.0,,500,1000,0.05,0,3223530022,0,0,0,0,0,0,0,500
5,exact_orbit,0.25,3200,0.5,3200,3200,6400,shared_orbit,0.010603763900094432,67.86408896060436,67.7735916435576,66.38729728243767,12.010884646903268,-46.44660373020053,0.0,1.0,1.0,1.0,500,1000,0.05,0,3223530022,0,0,0,0,0,0,0,500
5,higher_mode,0.08,100,0.5,100,100,200,full,0.0012197932832639117,0.24395865665278235,2.2712736779375984,-5.552772332918695,1.546916115692772,-2.6487541130499483,0.004,0.0,0.048,,500,1000,0.05,0,3396883974,456,3,4,13,14,1,1,8
5,higher_mode,0.08,100,0.5,100,100,200,fundamental,3.917725362123647e-06,0.0007835450724247295,1.0156144659026762,-2.8964085395254706,1.0306779887978277,-0.9327222899445013,0.023,0.02,0.052,,500,1000,0.05,0,3396883974,456,3,4,13,14,1,1,8
5,higher_mode,0.08,100,0.5,100,100,200,shared_orbit,-0.0011247540314971438,-0.22495080629942876,0.5523287600753374,-0.8339656010445533,1.0638094412639505,1.159316536841349,0.176,0.154,0.05,,500,1000,0.05,0,3396883974,456,3,4,13,14,1,1,8
5,higher_mode,0.08,200,0.5,200,200,400,full,0.0012197932832639117,0.4879173133055647,2.4646377961077452,-6.745702575868438,1.6104294534254058,-4.423497327486567,0.002,0.0,0.088,,500,1000,0.05,0,365498770,437,13,0,6,30,3,1,10
5,higher_mode,0.08,200,0.5,200,200,400,fundamental,3.917725362123647e-06,0.001567090144849459,1.041563505046341,-3.5636066809417506,0.9517198821161893,-1.4931120850516395,0.01,0.006,0.034,,500,1000,0.05,0,365498770,437,13,0,6,30,3,1,10
5,higher_mode,0.08,200,0.5,200,200,400,shared_orbit,-0.0011247540314971438,-0.4499016125988575,0.423070188835773,-0.9632241722841177,1.0499048672354092,0.8899219868736774,0.138,0.16,0.064,,500,1000,0.05,0,365498770,437,13,0,6,30,3,1,10
5,higher_mode,0.08,400,0.5,400,400,800,full,0.0012197932832639117,0.9758346266111294,3.2526588411803528,-7.343975891915719,2.361508839847778,-5.747166637219072,0.001,0.012,0.206,,500,1000,0.05,0,2497060990,380,7,4,6,77,2,5,19
5,higher_mode,0.08,400,0.5,400,400,800,fundamental,3.917725362123647e-06,0.003134180289698918,1.0495749411446358,-4.2487424254034,1.1215823715004964,-2.3928488772672436,0.003,0.004,0.068,,500,1000,0.05,0,2497060990,380,7,4,6,77,2,5,19
5,higher_mode,0.08,400,0.5,400,400,800,shared_orbit,-0.0011247540314971438,-0.899803225197715,0.2023730375898872,-1.1839213235300035,1.278997937513259,0.7030524862060512,0.11,0.14,0.068,,500,1000,0.05,0,2497060990,380,7,4,6,77,2,5,19
5,higher_mode,0.08,800,0.5,800,800,1600,full,0.0012197932832639117,1.9516692532222588,3.938256905268625,-8.04467218894734,2.386381931462945,-7.307324765922916,0.0,0.002,0.328,,500,1000,0.05,0,1496299767,327,5,2,2,142,5,3,14
5,higher_mode,0.08,800,0.5,800,800,1600,fundamental,3.917725362123647e-06,0.006268360579397836,1.0107450140332876,-4.980719533074693,0.967843280516876,-2.807799997365593,0.001,0.0,0.042,,500,1000,0.05,0,1496299767,327,5,2,2,142,5,3,14
5,higher_mode,0.08,800,0.5,800,800,1600,shared_orbit,-0.0011247540314971438,-1.79960645039543,-0.48505112570660186,-1.8713454868264925,1.5131057490964983,0.8081881186584534,0.087,0.106,0.052,,500,1000,0.05,0,1496299767,327,5,2,2,142,5,3,14
5,higher_mode,0.08,1600,0.5,1600,1600,3200,full,0.0012197932832639117,3.9033385064445176,5.831881907392852,-7.537341547943003,3.03435681970387,-8.505717400004325,0.0,0.022,0.574,,500,1000,0.05,0,2170926875,210,0,1,2,260,8,5,14
5,higher_mode,0.08,1600,0.5,1600,1600,3200,fundamental,3.917725362123647e-06,0.012536721158795672,0.996788605266398,-5.687823122401529,0.9498167709037554,-3.5653483229604728,0.002,0.0,0.044,,500,1000,0.05,0,2170926875,210,0,1,2,260,8,5,14
5,higher_mode,0.08,1600,0.5,1600,1600,3200,shared_orbit,-0.0011247540314971438,-3.59921290079086,-1.7517404571341522,-3.138034818254043,1.9607648864397709,0.10502216568182043,0.054,0.05,0.048,,500,1000,0.05,0,2170926875,210,0,1,2,260,8,5,14
5,higher_mode,0.08,3200,0.5,3200,3200,6400,full,0.0012197932832639117,7.806677012889035,9.67933598331896,-5.07618183313679,3.8718465538306854,-9.82894231215053,0.0,0.08,0.91,,500,1000,0.05,0,1565497957,44,1,0,0,402,35,7,11
5,higher_mode,0.08,3200,0.5,3200,3200,6400,fundamental,3.917725362123647e-06,0.025073442317591343,1.020311827736572,-6.357447080491304,0.9287741287105117,-4.385526571270489,0.002,0.0,0.036,,500,1000,0.05,0,1565497957,44,1,0,0,402,35,7,11
5,higher_mode,0.08,3200,0.5,3200,3200,6400,shared_orbit,-0.0011247540314971438,-7.19842580158172,-4.581207657553295,-5.967502018673187,2.8308544237554196,-2.176471414375211,0.011,0.014,0.094,,500,1000,0.05,0,1565497957,44,1,0,0,402,35,7,11
5,higher_mode,0.12,100,0.5,100,100,200,full,0.00281290906633652,0.562581813267304,2.6291313097385816,-5.194914701117712,1.7686640719850981,-2.9235303878390244,0.005,0.012,0.118,,500,1000,0.05,0,1304261453,422,7,2,10,46,3,1,9
5,higher_mode,0.12,100,0.5,100,100,200,fundamental,2.0317564972671676e-05,0.004063512994534335,0.9932341843181324,-2.9187888211100144,0.9714005476044681,-0.7757497822794557,0.022,0.014,0.044,,500,1000,0.05,0,1304261453,422,7,2,10,46,3,1,9
5,higher_mode,0.12,100,0.5,100,100,200,shared_orbit,-0.0025461000073432327,-0.5092200014686465,0.38324927803050596,-1.0030450830893847,1.0457169324678026,0.8553744238421397,0.129,0.144,0.058,,500,1000,0.05,0,1304261453,422,7,2,10,46,3,1,9
5,higher_mode,0.12,200,0.5,200,200,400,full,0.00281290906633652,1.125163626534608,3.0441643924729487,-6.166175979503234,1.9927635675064852,-4.5403593787039345,0.0,0.01,0.17,,500,1000,0.05,0,242876267,400,5,5,5,68,4,4,9
