m,scenario,effect,segment_length,split_fraction,n_left,n_right,total_length,detector,population_gain,expected_gain_total,mean_raw_gain,mean_score,sd_score,critical_value,null_rate_zero_threshold,power_zero_threshold,power_calibrated,shift_accuracy,n_alt,n_null,alpha,optimizer_failures,seed,pattern_000,pattern_001,pattern_010,pattern_011,pattern_100,pattern_101,pattern_110,pattern_111
3,exact_orbit,0.18,3200,0.5,3200,3200,6400,shared_orbit,0.012732699002915071,81.48927361865645,79.9423950970563,79.24924791649636,12.176859081767443,-59.351337338441965,0.0,1.0,1.0,1.0,500,1000,0.05,0,3550265172,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,100,0.5,100,100,200,full,0.024778752048221192,4.955750409644239,5.8462708422059695,1.9342478367778222,3.0845690750126744,-0.6328152981483806,0.022,0.7,0.796,,500,1000,0.05,0,3365815007,48,54,0,0,0,0,5,393
3,exact_orbit,0.25,100,0.5,100,100,200,fundamental,0.02477875204822122,4.955750409644244,5.846270842206127,1.9342478367779803,3.0845690750126695,-0.6328152981482384,0.022,0.7,0.796,,500,1000,0.05,0,3365815007,48,54,0,0,0,0,5,393
3,exact_orbit,0.25,100,0.5,100,100,200,shared_orbit,0.02477875204822122,4.955750409644244,4.9086180960056,4.215470915445654,3.1995178300450915,0.3461608729517157,0.062,0.922,0.894,0.956,500,1000,0.05,0,3365815007,48,54,0,0,0,0,5,393
3,exact_orbit,0.25,200,0.5,200,200,400,full,0.024778752048221192,9.911500819288477,10.514861232605886,5.909691046617797,4.497424910755811,-1.4630485938373754,0.012,0.918,0.97,,500,1000,0.05,0,597300114,0,15,0,0,0,0,0,485
3,exact_orbit,0.25,200,0.5,200,200,400,fundamental,0.02477875204822122,9.911500819288488,10.514861232605824,5.909691046617735,4.497424910755813,-1.4630485938374322,0.012,0.918,0.97,,500,1000,0.05,0,597300114,0,15,0,0,0,0,0,485
3,exact_orbit,0.25,200,0.5,200,200,400,shared_orbit,0.02477875204822122,9.911500819288488,9.442745235912222,8.749598055352275,4.561892195098995,-2.6537937371936646,0.007,0.994,1.0,0.998,500,1000,0.05,0,597300114,0,15,0,0,0,0,0,485
3,exact_orbit,0.25,400,0.5,400,400,800,full,0.024778752048221192,19.823001638576955,20.896852783654097,15.598535417106056,6.206247972121956,-2.2083414890015147,0.004,1.0,1.0,,500,1000,0.05,0,3058406607,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,400,0.5,400,400,800,fundamental,0.02477875204822122,19.823001638576976,20.896852783654044,15.598535417106003,6.206247972121951,-2.208341489001856,0.004,1.0,1.0,,500,1000,0.05,0,3058406607,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,400,0.5,400,400,800,shared_orbit,0.02477875204822122,19.823001638576976,19.823408949425954,19.13026176886601,6.250108501382882,-9.276769501630893,0.0,1.0,1.0,1.0,500,1000,0.05,0,3058406607,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,800,0.5,800,800,1600,full,0.024778752048221192,39.64600327715391,40.97856232652126,34.98709777941328,9.05607185755061,-2.949441230490394,0.002,1.0,1.0,,500,1000,0.05,0,2120986926,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,800,0.5,800,800,1600,fundamental,0.02477875204822122,39.64600327715395,40.97856232652122,34.98709777941324,9.056071857550595,-2.9494412304906215,0.002,1.0,1.0,,500,1000,0.05,0,2120986926,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,800,0.5,800,800,1600,shared_orbit,0.02477875204822122,39.64600327715395,39.91231923758525,39.21917205702531,9.067724504586275,-24.86586739948194,0.0,1.0,1.0,1.0,500,1000,0.05,0,2120986926,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,1600,0.5,1600,1600,3200,full,0.024778752048221192,79.29200655430782,80.05263018651002,73.36801845884207,13.168692085884242,-3.5705403279759604,0.0,1.0,1.0,,500,1000,0.05,0,86041334,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,1600,0.5,1600,1600,3200,fundamental,0.02477875204822122,79.2920065543079,80.05263018650695,73.36801845883902,13.168692085884189,-3.5705403279791437,0.0,1.0,1.0,,500,1000,0.05,0,86041334,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,1600,0.5,1600,1600,3200,shared_orbit,0.02477875204822122,79.2920065543079,79.03966856699122,78.3465213864313,13.166759062341875,-57.531404954491165,0.0,1.0,1.0,1.0,500,1000,0.05,0,86041334,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,3200,0.5,3200,3200,6400,full,0.024778752048221192,158.58401310861564,160.2111945764284,152.83343566820054,18.394972790927905,-4.565295478254953,0.0,1.0,1.0,,500,1000,0.05,0,2685378846,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,3200,0.5,3200,3200,6400,fundamental,0.02477875204822122,158.5840131086158,160.2111945764394,152.83343566821154,18.394972790927824,-4.565295478243129,0.0,1.0,1.0,,500,1000,0.05,0,2685378846,0,0,0,0,0,0,0,500
3,exact_orbit,0.25,3200,0.5,3200,3200,6400,shared_orbit,0.02477875204822122,158.5840131086158,159.17826607977366,158.48511889921375,18.424291409782025,-127.03170733880944,0.0,1.0,1.0,1.0,500,1000,0.05,0,2685378846,0,0,0,0,0,0,0,500
3,independent_fundamental,0.08,100,0.5,100,100,200,full,0.0003467508345476322,0.06935016690952645,1.0772449912983153,-2.8347780141298315,1.1025384821025428,-0.9352421157479904,0.02,0.034,0.064,,500,1000,0.05,0,3561740370,452,16,0,0,0,0,4,28
3,independent_fundamental,0.08,100,0.5,100,100,200,fundamental,0.00034675083454760447,0.0693501669095209,1.0772449912984763,-2.834778014129671,1.1025384821025397,-0.9352421157477631,0.02,0.034,0.064,,500,1000,0.05,0,3561740370,452,16,0,0,0,0,4,28
3,independent_fundamental,0.08,100,0.5,100,100,200,shared_orbit,-0.0006750371434260938,-0.13500742868521876,0.26568581486803006,-0.42746136569191534,1.4467122338793197,1.5115099895847965,0.281,0.328,0.088,,500,1000,0.05,0,3561740370,452,16,0,0,0,0,4,28
3,independent_fundamental,0.08,200,0.5,200,200,400,full,0.0003467508345476322,0.1387003338190529,1.1633064997088518,-3.4418636862792398,1.0776812259770299,-1.6624840579160223,0.009,0.016,0.084,,500,1000,0.05,0,3034191563,449,9,0,0,0,0,8,34
3,independent_fundamental,0.08,200,0.5,200,200,400,fundamental,0.00034675083454760447,0.1387003338190418,1.1633064997088094,-3.441863686279282,1.077681225977028,-1.662484057916136,0.009,0.016,0.084,,500,1000,0.05,0,3034191563,449,9,0,0,0,0,8,34
3,independent_fundamental,0.08,200,0.5,200,200,400,shared_orbit,-0.0006750371434260938,-0.2700148573704375,0.18076490993166977,-0.5123822706282756,1.4662677309260046,1.5107146680293244,0.228,0.292,0.086,,500,1000,0.05,0,3034191563,449,9,0,0,0,0,8,34
3,independent_fundamental,0.08,400,0.5,400,400,800,full,0.0003467508345476322,0.2774006676381058,1.33353735872304,-3.9647800078249955,1.258334150363153,-2.4966439233991933,0.002,0.016,0.106,,500,1000,0.05,0,3981586720,421,26,0,0,0,0,12,41
3,independent_fundamental,0.08,400,0.5,400,400,800,fundamental,0.00034675083454760447,0.2774006676380836,1.3335373587230117,-3.964780007825024,1.258334150363151,-2.4966439233990796,0.002,0.016,0.106,,500,1000,0.05,0,3981586720,421,26,0,0,0,0,12,41
3,independent_fundamental,0.08,400,0.5,400,400,800,shared_orbit,-0.0006750371434260938,-0.540029714740875,-0.08627793418491046,-0.7794251147448559,1.8854910995756833,1.0325294665298674,0.152,0.3,0.134,,500,1000,0.05,0,3981586720,421,26,0,0,0,0,12,41
3,independent_fundamental,0.08,800,0.5,800,800,1600,full,0.0003467508345476322,0.5548013352762116,1.6269234156549268,-4.364541131453055,1.5177134601627196,-2.826005930893545,0.007,0.018,0.142,,500,1000,0.05,0,4169823954,385,44,0,0,0,0,15,56
3,independent_fundamental,0.08,800,0.5,800,800,1600,fundamental,0.00034675083454760447,0.5548013352761672,1.626923415654824,-4.364541131453158,1.5177134601627065,-2.8260059308939995,0.007,0.018,0.142,,500,1000,0.05,0,4169823954,385,44,0,0,0,0,15,56
3,independent_fundamental,0.08,800,0.5,800,800,1600,shared_orbit,-0.0006750371434260938,-1.08005942948175,-0.848062013108491,-1.5412091936684365,2.9161256164586535,0.4687944869526196,0.069,0.254,0.2,,500,1000,0.05,0,4169823954,385,44,0,0,0,0,15,56
3,independent_fundamental,0.08,1600,0.5,1600,1600,3200,full,0.0003467508345476322,1.1096026705524231,2.175747066860943,-4.508864660806984,1.7355820359592595,-3.8264725828582424,0.001,0.022,0.274,,500,1000,0.05,0,993611724,273,90,0,0,0,0,33,104
3,independent_fundamental,0.08,1600,0.5,1600,1600,3200,fundamental,0.00034675083454760447,1.1096026705523343,2.1757470668578764,-4.508864660810051,1.7355820359592753,-3.826472582860516,0.001,0.022,0.274,,500,1000,0.05,0,993611724,273,90,0,0,0,0,33,104
3,independent_fundamental,0.08,1600,0.5,1600,1600,3200,shared_orbit,-0.0006750371434260938,-2.1601188589635,-1.9593288454585363,-2.652476026018482,3.6242925405196753,-1.5029893317767442,0.015,0.22,0.388,,500,1000,0.05,0,993611724,273,90,0,0,0,0,33,104
3,independent_fundamental,0.08,3200,0.5,3200,3200,6400,full,0.0003467508345476322,2.2192053411048462,3.2938908040120114,-4.083868104215864,2.369028297221199,-4.535091794685755,0.002,0.06,0.51,,500,1000,0.05,0,2473695690,147,98,0,0,0,0,40,215
3,independent_fundamental,0.08,3200,0.5,3200,3200,6400,fundamental,0.00034675083454760447,2.2192053411046686,3.293890804022587,-4.083868104205289,2.3690282972212637,-4.535091794674841,0.002,0.06,0.51,,500,1000,0.05,0,2473695690,147,98,0,0,0,0,40,215
3,independent_fundamental,0.08,3200,0.5,3200,3200,6400,shared_orbit,-0.0006750371434260938,-4.320237717927,-4.13873218206748,-4.831879362627427,5.147037931814004,-6.337630753937274,0.001,0.17,0.626,,500,1000,0.05,0,2473695690,147,98,0,0,0,0,40,215
3,independent_fundamental,0.12,100,0.5,100,100,200,full,0.0007828220235494175,0.1565644047098835,1.189110125649365,-2.722912879778782,1.2043515405760494,-1.0343335260255566,0.01,0.04,0.092,,500,1000,0.05,0,2683081241,439,15,0,0,0,0,13,33
3,independent_fundamental,0.12,100,0.5,100,100,200,fundamental,0.000782822023549512,0.1565644047099024,1.1891101256495271,-2.7229128797786197,1.2043515405760488,-1.0343335260254145,0.01,0.04,0.092,,500,1000,0.05,0,2683081241,439,15,0,0,0,0,13,33
3,independent_fundamental,0.12,100,0.5,100,100,200,shared_orbit,-0.0015396065463229025,-0.3079213092645805,0.053861040157641864,-0.6392861404023036,1.7068543599254988,1.4107652557798094,0.207,0.316,0.096,,500,1000,0.05,0,2683081241,439,15,0,0,0,0,13,33
3,independent_fundamental,0.12,200,0.5,200,200,400,full,0.0007828220235494175,0.313128809419767,1.4282557051881426,-3.1769144807999488,1.4105349479589067,-1.275910138512093,0.016,0.038,0.084,,500,1000,0.05,0,3019269296,432,26,0,0,0,0,12,30
3,independent_fundamental,0.12,200,0.5,200,200,400,fundamental,0.000782822023549512,0.3131288094198048,1.428255705188099,-3.1769144807999923,1.410534947958906,-1.2759101385121498,0.016,0.038,0.084,,500,1000,0.05,0,3019269296,432,26,0,0,0,0,12,30
3,independent_fundamental,0.12,200,0.5,200,200,400,shared_orbit,-0.0015396065463229025,-0.615842618529161,-0.15214288300607723,-0.8452900635660225,2.060173109793314,1.4251273019837658,0.17,0.296,0.112,,500,1000,0.05,0,3019269296,432,26,0,0,0,0,12,30
3,independent_fundamental,0.12,400,0.5,400,400,800,full,0.0007828220235494175,0.626257618839534,1.6931951481189391,-3.6051222184290963,1.5519817822977753,-2.3689910058670476,0.004,0.044,0.194,,500,1000,0.05,0,1763785136,361,42,0,0,0,0,27,70
3,independent_fundamental,0.12,400,0.5,400,400,800,fundamental,0.000782822023549512,0.6262576188396096,1.6931951481188867,-3.605122218429149,1.5519817822977715,-2.3689910058670476,0.004,0.044,0.194,,500,1000,0.05,0,1763785136,361,42,0,0,0,0,27,70
3,independent_fundamental,0.12,400,0.5,400,400,800,shared_orbit,-0.0015396065463229025,-1.231685237058322,-0.8861469501242789,-1.5792941306842243,2.642102161063754,0.16241317401460453,0.057,0.254,0.224,,500,1000,0.05,0,1763785136,361,42,0,0,0,0,27,70
3,independent_fundamental,0.12,800,0.5,800,800,1600,full,0.0007828220235494175,1.252515237679068,2.366454239073605,-3.6250103080343767,1.9347843190246208,-3.1200733510360275,0.003,0.054,0.308,,500,1000,0.05,0,2298068575,228,118,0,0,0,0,28,126
3,independent_fundamental,0.12,800,0.5,800,800,1600,fundamental,0.000782822023549512,1.2525152376792192,2.3664542390734877,-3.625010308034494,1.9347843190246294,-3.1200733510360275,0.003,0.054,0.308,,500,1000,0.05,0,2298068575,228,118,0,0,0,0,28,126
3,independent_fundamental,0.12,800,0.5,800,800,1600,shared_orbit,-0.0015396065463229025,-2.463370474116644,-2.1055453003184526,-2.798692480878399,3.775238768898569,-2.310337701695344,0.011,0.214,0.488,,500,1000,0.05,0,2298068575,228,118,0,0,0,0,28,126
3,independent_fundamental,0.12,1600,0.5,1600,1600,3200,full,0.0007828220235494175,2.505030475358136,3.381047990750589,-3.3035637369173383,2.4485338179936473,-3.5712713011086645,0.001,0.096,0.456,,500,1000,0.05,0,956779774,133,139,0,0,0,0,31,197
3,independent_fundamental,0.12,1600,0.5,1600,1600,3200,fundamental,0.000782822023549512,2.5050304753584385,3.3810479907474003,-3.303563736920527,2.448533817993624,-3.5712713011118478,0.001,0.096,0.456,,500,1000,0.05,0,956779774,133,139,0,0,0,0,31,197
3,independent_fundamental,0.12,1600,0.5,1600,1600,3200,shared_orbit,-0.0015396065463229025,-4.926740948233288,-4.900233538419416,-5.593380718979361,5.041640540194678,-7.274395384943373,0.0,0.106,0.672,,500,1000,0.05,0,956779774,133,139,0,0,0,0,31,197
3,independent_fundamental,0.12,3200,0.5,3200,3200,6400,full,0.0007828220235494175,5.010060950716272,6.134844146310777,-1.2429147619170977,3.2281048727530957,-4.192314645180446,0.0,0.324,0.808,,500,1000,0.05,0,3098975684,18,78,0,0,0,0,26,378
3,independent_fundamental,0.12,3200,0.5,3200,3200,6400,fundamental,0.000782822023549512,5.010060950716877,6.13484414632147,-1.2429147619064056,3.22810487275304,-4.19231464517226,0.0,0.324,0.808,,500,1000,0.05,0,3098975684,18,78,0,0,0,0,26,378
3,independent_fundamental,0.12,3200,0.5,3200,3200,6400,shared_orbit,-0.0015396065463229025,-9.853481896466576,-9.384937391549006,-10.07808457210895,7.413978502877132,-20.188797049690773,0.0,0.086,0.912,,500,1000,0.05,0,3098975684,18,78,0,0,0,0,26,378
3,independent_fundamental,0.18,100,0.5,100,100,200,full,0.001766520754085627,0.3533041508171254,1.3430207903320492,-2.5690022150960976,1.35257427897231,-0.9245066634576853,0.018,0.048,0.096,,500,1000,0.05,0,3894666135,422,30,0,0,0,0,13,35
3,independent_fundamental,0.18,100,0.5,100,100,200,fundamental,0.0017665207540860095,0.3533041508172019,1.3430207903322062,-2.569002215095941,1.352574278972307,-0.9245066634575432,0.018,0.048,0.096,,500,1000,0.05,0,3894666135,422,30,0,0,0,0,13,35
3,independent_fundamental,0.18,100,0.5,100,100,200,shared_orbit,-0.0035270353394483145,-0.7054070678896629,-0.37072885080234896,-1.0638760313622944,2.110382914163486,0.8818998585086907,0.104,0.276,0.13,,500,1000,0.05,0,3894666135,422,30,0,0,0,0,13,35
3,independent_fundamental,0.18,200,0.5,200,200,400,full,0.001766520754085627,0.7066083016342508,1.9800523049456138,-2.6251178810424776,1.725338575413161,-1.8847844842572572,0.01,0.072,0.268,,500,1000,0.05,0,3295603536,320,46,0,0,0,0,40,94
3,independent_fundamental,0.18,200,0.5,200,200,400,fundamental,0.0017665207540860095,0.7066083016344038,1.9800523049455687,-2.625117881042522,1.7253385754131552,-1.8847844842573709,0.01,0.072,0.268,,500,1000,0.05,0,3295603536,320,46,0,0,0,0,40,94
3,independent_fundamental,0.18,200,0.5,200,200,400,shared_orbit,-0.0035270353394483145,-1.4108141357793258,-0.8748177423799475,-1.5679649229398929,2.7902106862675256,-0.03945170408991128,0.049,0.272,0.28,,500,1000,0.05,0,3295603536,320,46,0,0,0,0,40,94
3,independent_fundamental,0.18,400,0.5,400,400,800,full,0.001766520754085627,1.4132166032685016,2.3808606011369906,-2.9174567654110453,1.8447572862494976,-2.2898838378557285,0.007,0.082,0.294,,500,1000,0.05,0,3122612329,276,77,0,0,0,0,33,114
3,independent_fundamental,0.18,400,0.5,400,400,800,fundamental,0.0017665207540860095,1.4132166032688076,2.3808606011369067,-2.917456765411129,1.8447572862494999,-2.289883837855842,0.007,0.082,0.294,,500,1000,0.05,0,3122612329,276,77,0,0,0,0,33,114
3,independent_fundamental,0.18,400,0.5,400,400,800,shared_orbit,-0.0035270353394483145,-2.8216282715586516,-2.7032966118902197,-3.396443792450165,3.7517784109119847,-2.2979370115676243,0.008,0.174,0.382,,500,1000,0.05,0,3122612329,276,77,0,0,0,0,33,114
3,independent_fundamental,0.18,800,0.5,800,800,1600,full,0.001766520754085627,2.8264332065370033,3.7878183235723055,-2.2036462235356757,2.4985443689401343,-2.981290898996023,0.008,0.178,0.566,,500,1000,0.05,0,1054119939,112,105,0,0,0,0,35,248
3,independent_fundamental,0.18,800,0.5,800,800,1600,fundamental,0.0017665207540860095,2.826433206537615,3.7878183235721417,-2.2036462235358396,2.4985443689401436,-2.981290898995568,0.008,0.178,0.566,,500,1000,0.05,0,1054119939,112,105,0,0,0,0,35,248
3,independent_fundamental,0.18,800,0.5,800,800,1600,shared_orbit,-0.0035270353394483145,-5.643256543117303,-5.8324767068191905,-6.525623887379135,5.631357918485803,-9.269350226103198,0.0,0.108,0.706,,500,1000,0.05,0,1054119939,112,105,0,0,0,0,35,248
3,independent_fundamental,0.18,1600,0.5,1600,1600,3200,full,0.001766520754085627,5.6528664130740065,6.832351126026743,0.14773939835881694,3.725136550506632,-3.531543396431699,0.0,0.452,0.838,,500,1000,0.05,0,3058959131,13,68,0,0,0,0,11,408
3,independent_fundamental,0.18,1600,0.5,1600,1600,3200,fundamental,0.0017665207540860095,5.65286641307523,6.832351126023529,0.14773939835560188,3.7251365505065763,-3.5315433964348824,0.0,0.452,0.838,,500,1000,0.05,0,3058959131,13,68,0,0,0,0,11,408
3,independent_fundamental,0.18,1600,0.5,1600,1600,3200,shared_orbit,-0.0035270353394483145,-11.286513086234606,-11.053766812324877,-11.746913992884823,8.298103540502867,-25.381229097688273,0.0,0.08,0.952,,500,1000,0.05,0,3058959131,13,68,0,0,0,0,11,408
3,independent_fundamental,0.18,3200,0.5,3200,3200,6400,full,0.001766520754085627,11.305732826148013,12.310743589929134,4.932984681701258,4.921740989638502,-4.366764253170473,0.0,0.858,0.994,,500,1000,0.05,0,1949095525,0,3,0,0,0,0,1,496
3,independent_fundamental,0.18,3200,0.5,3200,3200,6400,fundamental,0.0017665207540860095,11.30573282615046,12.31074358993979,4.932984681711914,4.921740989638393,-4.366764253159559,0.0,0.858,0.994,,500,1000,0.05,0,1949095525,0,3,0,0,0,0,1,496
3,independent_fundamental,0.18,3200,0.5,3200,3200,6400,shared_orbit,-0.0035270353394483145,-22.573026172469213,-22.97592689623121,-23.669074076791155,10.6719595838704,-58.52435933515682,0.0,0.016,0.998,,500,1000,0.05,0,1949095525,0,3,0,0,0,0,1,496
3,independent_fundamental,0.25,100,0.5,100,100,200,full,0.00340761762554981,0.681523525109962,1.734456338437112,-2.177566666991035,1.7363724382082422,-0.9418080988412152,0.021,0.104,0.176,,500,1000,0.05,0,3949715744,358,54,0,0,0,0,22,66
3,independent_fundamental,0.25,100,0.5,100,100,200,fundamental,0.0034076176255497526,0.6815235251099505,1.734456338437276,-2.177566666990871,1.7363724382082404,-0.9418080988410447,0.021,0.104,0.176,,500,1000,0.05,0,3949715744,358,54,0,0,0,0,22,66
3,independent_fundamental,0.25,100,0.5,100,100,200,shared_orbit,-0.00692288908867611,-1.384577817735222,-1.0906783381397476,-1.7838255186996932,2.896838678107022,-0.03210923715030656,0.049,0.234,0.24,,500,1000,0.05,0,3949715744,358,54,0,0,0,0,22,66
3,independent_fundamental,0.25,200,0.5,200,200,400,full,0.00340761762554981,1.363047050219924,2.5585973277560456,-2.0465728582320453,2.1642663705038965,-1.665235479242786,0.01,0.15,0.326,,500,1000,0.05,0,2951424920,234,103,0,0,0,0,30,133
3,independent_fundamental,0.25,200,0.5,200,200,400,fundamental,0.0034076176255497526,1.363047050219901,2.558597327756006,-2.0465728582320852,2.1642663705038974,-1.665235479242729,0.01,0.15,0.326,,500,1000,0.05,0,2951424920,234,103,0,0,0,0,30,133
3,independent_fundamental,0.25,200,0.5,200,200,400,shared_orbit,-0.00692288908867611,-2.769155635470444,-2.4311025206725176,-3.1242497012324635,3.949001508234068,-2.987159258915481,0.006,0.21,0.472,,500,1000,0.05,0,2951424920,234,103,0,0,0,0,30,133
3,independent_fundamental,0.25,400,0.5,400,400,800,full,0.00340761762554981,2.726094100439848,3.751898035859387,-1.5464193306886491,2.4880421428097788,-2.0998789931642987,0.007,0.234,0.52,,500,1000,0.05,0,3634017434,131,109,0,0,0,0,32,228
3,independent_fundamental,0.25,400,0.5,400,400,800,fundamental,0.0034076176255497526,2.726094100439802,3.7518980358593006,-1.5464193306887357,2.488042142809772,-2.099878993164526,0.007,0.234,0.52,,500,1000,0.05,0,3634017434,131,109,0,0,0,0,32,228
3,independent_fundamental,0.25,400,0.5,400,400,800,shared_orbit,-0.00692288908867611,-5.538311270940888,-5.45091043838935,-6.1440576189492955,5.489649337268775,-8.949777452307954,0.001,0.14,0.674,,500,1000,0.05,0,3634017434,131,109,0,0,0,0,32,228
3,independent_fundamental,0.25,800,0.5,800,800,1600,full,0.00340761762554981,5.452188200879696,6.501736515577195,0.510271968469213,3.557494950493157,-2.9233922558124883,0.003,0.514,0.834,,500,1000,0.05,0,1222775611,21,62,0,0,0,0,7,410
3,independent_fundamental,0.25,800,0.5,800,800,1600,fundamental,0.0034076176255497526,5.452188200879604,6.50173651557705,0.5102719684690684,3.5574949504931497,-2.9233922558127157,0.003,0.514,0.834,,500,1000,0.05,0,1222775611,21,62,0,0,0,0,7,410
3,independent_fundamental,0.25,800,0.5,800,800,1600,shared_orbit,-0.00692288908867611,-11.076622541881775,-11.303478483762559,-11.996625664322506,7.863552556952302,-24.138845996221843,0.0,0.068,0.944,,500,1000,0.05,0,1222775611,21,62,0,0,0,0,7,410
3,independent_fundamental,0.25,1600,0.5,1600,1600,3200,full,0.00340761762554981,10.904376401759391,11.77428023344919,5.089668505781263,4.718700431745592,-3.4340767843406876,0.004,0.874,0.992,,500,1000,0.05,0,2021410029,0,4,0,0,0,0,1,495
3,independent_fundamental,0.25,1600,0.5,1600,1600,3200,fundamental,0.0034076176255497526,10.904376401759208,11.774280233446119,5.089668505778192,4.7187004317455346,-3.4340767843443256,0.004,0.874,0.992,,500,1000,0.05,0,2021410029,0,4,0,0,0,0,1,495
3,independent_fundamental,0.25,1600,0.5,1600,1600,3200,shared_orbit,-0.00692288908867611,-22.15324508376355,-22.852935572694435,-23.54608275325438,10.65583381527264,-57.56743815740475,0.0,0.014,0.998,,500,1000,0.05,0,2021410029,0,4,0,0,0,0,1,495
3,independent_fundamental,0.25,3200,0.5,3200,3200,6400,full,0.00340761762554981,21.808752803518782,22.82086601032516,15.443107102097288,6.34051576646229,-4.377832847746063,0.0,1.0,1.0,,500,1000,0.05,0,1985803437,0,0,0,0,0,0,0,500
3,independent_fundamental,0.25,3200,0.5,3200,3200,6400,fundamental,0.0034076176255497526,21.808752803518416,22.82086601033615,15.443107102108279,6.3405157664621585,-4.377832847735149,0.0,1.0,1.0,,500,1000,0.05,0,1985803437,0,0,0,0,0,0,0,500
3,independent_fundamental,0.25,3200,0.5,3200,3200,6400,shared_orbit,-0.00692288908867611,-44.3064901675271,-45.13090226902442,-45.82404944958435,16.270181547492594,-126.55665228137951,0.0,0.004,1.0,,500,1000,0.05,0,1985803437,0,0,0,0,0,0,0,500
4,exact_orbit,0.08,100,0.5,100,100,200,full,0.0015974436359439542,0.31948872718879084,1.8297065877351661,-4.038327920407056,1.5096981396200302,-2.060103552551885,0.008,0.022,0.114,,500,1000,0.05,0,3214386764,419,9,2,13,15,1,3,38
4,exact_orbit,0.08,100,0.5,100,100,200,fundamental,0.0015974436359436073,0.31948872718872146,1.332781328099874,-2.579241677328273,1.3075342604283233,-0.9672348811824003,0.023,0.056,0.112,,500,1000,0.05,0,3214386764,419,9,2,13,15,1,3,38
4,exact_orbit,0.08,100,0.5,100,100,200,shared_orbit,0.0015974436359436073,0.31948872718872146,0.8148091725445586,-0.28380311612355114,1.3413100146023724,1.2206469710840768,0.208,0.322,0.122,0.502,500,1000,0.05,0,3214386764,419,9,2,13,15,1,3,38
4,exact_orbit,0.08,200,0.5,200,200,400,full,0.0015974436359439542,0.6389774543775817,2.2261556613804023,-4.6815996176017345,1.7150558972378331,-3.0839401250839558,0.001,0.02,0.148,,500,1000,0.05,0,2630563195,401,8,5,12,11,1,5,57
4,exact_orbit,0.08,200,0.5,200,200,400,fundamental,0.0015974436359436073,0.6389774543774429,1.6882651034974578,-2.9169050824906333,1.4855297466507476,-1.5147599236217006,0.005,0.054,0.158,,500,1000,0.05,0,2630563195,401,8,5,12,11,1,5,57
4,exact_orbit,0.08,200,0.5,200,200,400,shared_orbit,0.0015974436359436073,0.6389774543774429,1.08218961983813,-0.016422668829979784,1.5421437149027668,1.3049373242873206,0.196,0.416,0.156,0.616,500,1000,0.05,0,2630563195,401,8,5,12,11,1,5,57
4,exact_orbit,0.08,400,0.5,400,400,800,full,0.0015974436359439542,1.2779549087551634,2.700772197074768,-5.246703852747287,2.0215244451981227,-3.9384370147446326,0.0,0.026,0.216,,500,1000,0.05,0,348051784,338,24,7,23,7,4,3,94
4,exact_orbit,0.08,400,0.5,400,400,800,fundamental,0.0015974436359436073,1.2779549087548858,2.1957833770995134,-3.1025339894485224,1.941724672632803,-2.1705199164608358,0.003,0.064,0.254,,500,1000,0.05,0,348051784,338,24,7,23,7,4,3,94
4,exact_orbit,0.08,400,0.5,400,400,800,shared_orbit,0.0015974436359436073,1.2779549087548858,1.4736991121966572,0.3750868235285472,2.0415992864905017,1.1630154958370984,0.137,0.486,0.29,0.728,500,1000,0.05,0,348051784,338,24,7,23,7,4,3,94
4,exact_orbit,0.08,800,0.5,800,800,1600,full,0.0015974436359439542,2.5559098175103268,4.017984745749155,-4.969212074912817,2.520841733832962,-5.020414038772595,0.001,0.044,0.444,,500,1000,0.05,0,1129849888,175,47,4,52,7,5,4,206
4,exact_orbit,0.08,800,0.5,800,800,1600,fundamental,0.0015974436359436073,2.5559098175097716,3.529506591130108,-2.4619579559778737,2.384806101538814,-3.006861985226707,0.006,0.134,0.532,,500,1000,0.05,0,1129849888,175,47,4,52,7,5,4,206
4,exact_orbit,0.08,800,0.5,800,800,1600,shared_orbit,0.0015974436359436073,2.5559098175097716,2.686614318576905,1.5880020299087954,2.4975161373004955,0.7231459418192661,0.1,0.73,0.62,0.83,500,1000,0.05,0,1129849888,175,47,4,52,7,5,4,206
4,exact_orbit,0.08,1600,0.5,1600,1600,3200,full,0.0015974436359439542,5.1118196350206535,6.4151054097082065,-3.6118121817936806,3.348857218492498,-6.023909569316903,0.001,0.138,0.758,,500,1000,0.05,0,2811422237,38,62,2,19,3,6,0,370
4,exact_orbit,0.08,1600,0.5,1600,1600,3200,fundamental,0.0015974436359436073,5.111819635019543,5.911938699756156,-0.7726730279117703,3.2757239753274194,-3.510469818177354,0.001,0.346,0.782,,500,1000,0.05,0,2811422237,38,62,2,19,3,6,0,370
